id,difficulty,start_x,start_y,end_x,end_y,height,width,map
100019,03,039,035,019,056,064,064,0000000000000000000111111111000000000000000000111111100000000000000000000000000000011111111100000000000000000011111110000000000000000000000000000001111111110000000000000000001111111000000000000000000000000000000111111111000000000000000000111111100000000000000000000000000000011111111100000000000000000011111110000000000000000000000000000001111111110000000000000000001111111000000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000011111110000000000000000000000000000000000000001111111110000001111111111000000000000000000000000000000000000000111111111000000111111111100000000000000000000000000000000000000011111111100000011111111110000000000000000000000000000000000000001111111110000001111111111000000000000000000000000000000000000000111111111000000111111111110000000000000000000000000000000000000011111111100000011111111111000000000000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111222222222220000000000000000000000001111110000000000000222222222221111111112000000000000000000000000111111111100000000020000000000111111111200000000000000000000000011111111110000000002000000000011111111120000000001111111000000001111111111000000000200000000001111111112000000000111111100000000111111111100000000020000000000111111111200000000011111110000000011111111110000000002000000000011111111120000000001111111000000001111111111000000000200000000001111111112000000000111111100000000000111111111111110020000000000111111111201111111111111110000000000000000111111111002000000000011111111130111111111111111000000000000000011111111100200000000000011111110011111111111111111111110111110001111111110020000000000001111111001111111111111111111111011111000111111111002000000000000111111111111111111111111111111101111100011111111100200000000000011111111111111111111111111111110111110001111111110020000000000001111111111111111111111111111111011111000111111111002000000000000000011111111111111111111111111101111100011111111100200000000000000001111111111111111111111111110111110000000000000020000000000000000111111100000011111111100000000000000000000000002000000000000000011111110000001111111110000000000000000000000000200000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000020000000000000000000000111111100000000000000000000000000000000002000000000000000000000011111110000000000000000000000000000000000200000000000000000000001111111000000000000000000000000000000000020000000000000000000000111111100000000000000000000000000000000002000000000000000000000011111110000000000000000000000000000000000200000000000000000000001111111000000000000000000000000000000000020000000000000000000000111111100000000000000000000000000000111114000000000000011111110000000000000000000000001111111110000011111000000000000001111111111110000000000000000000111111111000001111100000000000000111111111111000000000000000000011111111100000111110000000000000011111111111100000000000000000001111111110000011111000000000000001111111111111111100000000000000111111111000000000000000000000000111111111111111110000000000000011111111100000000000000000000000011111111111111111000000000000001111111110000000000000000000000000000011111111111100000000000000
100020,03,041,060,020,052,064,064,0000111111111111111100000111110000000000000000000000000000000000000011111111111111110000011111000000000000000000000000000000000000011111111111111111000001111100000000000000000000000000000000000001111111111111111100000111110000000000000000000000000000000000000111111111111111111100000000000000000000000000000000000000000000011111111111000111110000000000000000000000000000000000000000000001111111111111011111000000000000000000000000000000000000000000000111111111111101111100000000000000000000000000000000000000000000011111111111110111110000000000000000000000000000000000000000000000000000011111000000000000001111100000000000000000000000000000000000000001111100000000000000111110000000000000000000000011111100000000000000000000000000000011111000000000000000000000001111110000000000000000000000000001111111110000000000000000000000111111111100000000000000000000000111111111000000000000000000000011111111110000000000000000000000011111111100000000000000000000001111111111000000000000000000000001111111110000000000000000000000111111111100000000000000000000000111111111000000000000000000000011111111110000000000000000000000011111111100000000000000111111101111110000000000000000000000000001111111110000000000000011111110111111000000000000000000000000000111111111000000000000001111111000000000000000000000000000000000011111111100000000000000111111100000000000000000000000000000000000111111100000000000000011111110000000000000000000000000000000000011111110000000000000001111111000000000000000000000000000000000001111111000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000011111110000000000000000001111111110000000000000000000001111111001111111000000000000000000111111111000000000000000000000111111100111111100000000000000000011111111100000000000000000000011111110011111110000000000000000001111111110000000000000000000001111111001111111000000000000000000111111111000000000000000000000111111100111111100000000000000000011111111100000000000000000000011111110011111110000000000000000001111111110000000000000000000001111111000000000000000000000000000000000000000000001111111110000000000000000000000000000000000011111111100000000000111111111000000000000000000000000000000000001111111111111100000011111111100000000111110000000000000000000000111111111111110000001111111110000000011111000000000000000000000011111111111111000000111111111000000001111100000000000000000000001111111111111100000011111111100000000111110000000000000000000000111111111111110000001111111110000000011111000000000000000000000011111111111111000000111111111000000000000000000000111111111000001111111111111100000011111111100000000000000000000011111111100000111111111000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000004200000000000000000000000000000000000000000000000000000000000000022222222222222222222200000000000000000000000000000000000000000000000000000000111111120000000000000000000000000000000000000000000000000000000011111112000000000000000000000000000000000000000000000000000000001111111200000000000000000000000000000000000000000000000000000000111111120000000000000000000000000000000000000000000000000000000011111112000000000000000000000000000000000000000000000000000000001111111200000000000000000000000000000000000000000000000000000000111111130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100021,03,001,015,001,062,064,064,0000000000000000000000001111111000000000000000000000001111111110000000000000000000000000111111100000000000000000000000111111111000000000000000000000000011111110000000000000000000000011111111100000000000000000000000001111111000000011111111100011111111111110000000000000000000000000000000000000001111111110001111111111111000000000000000000000000000000000000000111111111000111111111111100000000000000000000000000000000011111111111111100011111110000000111111111100000000000000000000001111111111111110001111111000000011111111110000000000000000000000111111111111111000111111100000001111111111000000000000000000000011111111111111100011111110000000111111111100000000000000000000001111111111111110000000000000000011111111110000000000000000000000111111111111111000000000000000001111111111000000000000000000000011111111100000000000000000000000111111111100000000000000000011111011111110000111111111000000000000000000000000000000000000001111101111111000011111111100000000000300000000000000000000000000111110000000000001111111110000000000020000000000000000000000000011111000000000000111111111000000000002000000000000000000000000001111100000000000011111111100000000000200000000000000000000000000000000000000000001111111110000000000020000000000000000000000000000000000000000000111111111000000000002000000000000000000000000000000000000000000011111111100000000000200000000000000000000000000000000000000000001111111110000000000020000000000000000000000000000000000000000000000000000000000000002000011111000000000000000000000000000000000000000000000000000000201111111110000000000000000000000000000000000000000000000000000020111111111000000000000000000000000000000000000000000001111111002011111111100000000000000000000000000000000000000000000111111100201111111110000000000000000000000000000000000000000000011111110020111111111000000000111111100000000000000000000000000001111111002011111111100000000011111110000000000000000000000000000111111100201111111110000000001111111000000000000000000000000000011111110020111111111000000000111111100000000000000000001111111001111111002011111111100000011111111110000000000000000000111111100000011110200000000000000001111111111000000000000000000011111110000001111020000000000000000111111111100000000000000000001111111000000111102000000000000000011111000000000000000000000000111111100000011110200000000000000001111100000000000000000000000011111110000001111020000000000000000000000000000000000011111111101111111000011111102000000000000000000000000000001111111111111110000000000001111110200000000000000000000000000000111111111111111000000000000111111020000000000000000000000000000011111111111111100000000000011111102000000000000000000000000000001111111111111110000000000111111110200000000000000000000000000000111111111111111000000000011111111020000000000000000000000000000011111111111111111100000001111111102000000000000000000000000000001111111111111111110000000111111110200000000000000000000000000001111111111111111111000000011111111020000000000000000000000000000111111111000001111100000001111111102000000000000000000000000000011111111100000111110000000111111110200000000000000000000000000001111111110000000000000000011111111020000000000000000000000000000111111111000000000000000001111111102000000000000000000000000000011111111100000000000000000000000000200000000000000000000000000001111111110000000000000000000000000020000000000000000000000000000111111111000000000000000000000000002000000000000000000000000000011111111100000000000000000000000000200000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000011111111100000000000200000000000000000000000000000000000000000001111111110000000000020000000000000000000000000000000000000000000111111111000000000004000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000
100022,03,049,017,001,038,064,064,0000000111110000000000000000000000000000000000000000000011111000000000011111000000000000000000000000000000000000000000001111100000000001111100111111100000000000000000000000000000000000111110000000000111110011111110000000000000000000000011111111100011111000000000000000001111111000000000000000000000001111111110001111100000011111000000111111100000000000000000000000111111111000000000000001111100000011111110000000000000000000000011111111100000000000000111110000001111111000000000000000000000001111111110000000000000011111000000111111100000000000000000000000111111111000000000000001111100000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000111111100000000000000000000001111111000000000000000000000000000011111110000000000000000003000111111100000000000000000000000000001111111000000000000000000200011111110000000000000000000000000000111111100000000000000000020001111111111100000000000000000000000011111110000000000000000002000111111111110000000000000000000000001111111000000000000000000200011111111111000000000000000000000000111111100000000000000000020000000111111100000000000000001111111110000000000000000000000002000000011111110000000000000000111111111222222222222222222222222200000001111111000000000000000011111111121111111000000000000000000000000111111100000000000000001111111112111111100000000000000000000000011111110000000000000000111111111211111110000000000000000000000001111111000000000000000011111111121111111000000000000000000000000111111100000000000000001111111112111111100000000000000000000000011111110000000000000000111111111211111110000000000000000000000001111111000000000000000011111111121111111111111000000000000000000111111102222222222222222222222222000000111111100000000000000000011111110200000000000000000000000000000011111110000000000000000001111111020000000000000000000000000000001111111000000000000000000111111102000000000000000000000000000000111111100000000000000000011111110200000000000111111100000000000011111110000000000000000001111111020000000000011111110000000000001111111000000111111111000111111104000000000001111111000000000000000000000000011111111100011111110000000000000111111100000000000000000000000001111111110000011111000000001111111111110000000000000000000000000111111111000001111100000000111111111111000000000000000000000000011111111100000111110000000011111111111100000000000000000000000001111111110000000000000000001111111110000000000000000000000000000111111111000000000000000000111111111000000000000000000000000000011111111100000000000000000011111111100000000000000000000000000001111111110000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000011111110000000111110000000000000000000000000000000000000000000001111111000000011111000000000000000000000000000000000000000000000111111100000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000011111111100000000000000000000000111111111111111000000000000000001111111110000000000000000000000011111111111110000000000000000000111111111000000000000000000000001111111111111000000000000000000011111111100000000000000000000000111111111111100000000000000000001111111110000000000000000000000011111111111111000000000000000000111111111000000000000000000000001111111111111100000000000000000011111111100000000000000000000000111111111111110000000000000000001111111110000000000000000000000000000000111111000000000000000000111111111
100023,03,009,001,007,041,064,064,1111111100000000000000000000000000000000000000000000000000000000111111112300000000000000000000000000000000000000000000000000000011111111200000000000000000000000000000000000000000000000000000001111111120000000000000000000000000000000000000000000000000000000111111112000000000000000000000000000000000000000000000000000000011111111200000000000000000000000000000000000000000000000000000001111111120000000000000000000000000000000000000000000000000000000111111112000000000000000000000000000000000000000000000000000000011111111200000000000000000000000000000000000000000000000000000000000000220000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000200001111111000111111111000000000000000000000000000000000000000021111111111100011111111100000000000000000000000000000000000000002111111111110001111111111111100000000000000000000000000000000000211111111111000111111111111110000000000000000000000000000000000021111111111100011111111111111000000000000000000000000000000000002111111111110001111111111111100000000111111100000000000000000000211111111111000111111111111110000000011111110000000000000000000021111111110000011111111111111000001111111111000000000000000000002111111111000001111111111111100000111111111100000000000000000000211111111100000000000000000000000011111111110000000000000000000022222000000000000000000000000000001111111111000000000000001111111000200000000000001111100000000000111111111100000000000000111111100020001111111001111111110000000000000000000000000000000011111110002000111111100111111111000000000000000000000000000000001111111000200011111110011111111100000000000000000000000000000000111111100020001111111001111111110000000000000000000000000000000011111110002000111111100111111111000000000000000000000000000000001111111000200011111110011111111100000000000000000000000000000000000000000020001111111001111111110000000000000000000000000000000000000000002000000000000111111111000000000000000000000000000000000111111111200000000000011111111100000000000000000000000000000000011111111120000000000000000000000000000000000000000000000000000001111111112000000000000000000000000000000000000011111110000000000111111111200000000000000000000000000000000000001111111000000000011111111120000000000000000000000000000000000000111111100000000001111111112000000000000000000000000000000000000011111110000000000111111111200000000000000000000000000000000000001111111000000000011111111120000000000000000000000000000000000000111111100000000001111111112000000000000000000000000000000000000011111110000000000000004222200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111110011111111111100000000000000000000000000000000000001111111111111001111111111110000000000000000000000000000000000000111111111111100111111111111000000000000000000000000000000000000011111111111110011111111111100000000000000000000000000000000000001111111111111001111111111110000000000000000000000000000000000000111111111111100111111111111000000000000000000000000000011111110011111111111110011111111111100000000000000000000000000001111111000000111111111001111111111100000000000000000011111111111111111100000011111111100111111111000000000000000000001111111111111111110000000000000000000000000000000000000001111100111111111111111111000000000000000000000000000000000000000111110011111111111111111100000000000000000000000000000000000000011111001111111111111111110000000000000000000000000000000000000001111100111111111111111111000000000000000000000000000000000000000111110011111111111111111100000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000000111111111110000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000
100024,03,004,026,028,008,064,064,0000000000011111110000000111111100000000000111111100000000000000001111100001111111000000011111110000000000011111110000000000000000111110000111111100000001111111000000000001111111000000000000000011111000011111110000000111111100000000000111111100000000000000001111100001111111000000011111110000000000011111110000000000000000111110000111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000022222224000011111111111111111000000000000000000000000000000000002000000000001111111111111111100000000000000000000000000000000000200000000000111111111111111110000000000000011111111100000000000020000000000011111111111111111000000000000001111111110000000000002000000000001111111111111111100000000000000111111111111111111111200000000000111111111111111110000000000000011111111111111111111120000000000011111111111111111000000000000001111111111111111111112000000000001111111111110000000000000000000111111111111111111111200000000000111111111111110000000000000000011111111111111111111120000000000000011111111111000000000000000001111111111111111111112000000000000001111111111100000000000000000111111111111111111111200000000000000000011111110000000000000000000001111111111111111120000000000000000001111111000000000000000000000111111111111111112000000000000000000111111100000000000000000000000000000000000000200000000000000000011111110000000000000000000000000000000000000020000000000000000000000000000000000000011110000000000000000000002000000000000000000000000000000000000001111000000000000000000000200000000000000000000000000000000000000111100003222222222222222220000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000011111110000000000001111111110000000000000000000000000000000000001111111000000000000111111111000000000000000000000000000000000000111111100000000000011111111100000000000000000000000000000000011111111110000000000001111111110000000000000000000000000000000001111111111000000000000111111111000000000000000000000000000000001111111111100000000000011111111100000000000000000000000000000000111111111000000000000011111111110000000000000000000000000000000011111111100000000000001111111111000000000000000000000000000000001111111110000000000000111111111100000000000000000000000000000000111111111000000000000011111111111110000000000000000000000000000011111111100000000000001111111111111000000000000000000000000000001111111110000000000000111111111111100000000000000000000000000000111111111000000000000011111111111110000000000000000000000000000011111111100000000000000000001111111000000011111000000000000000000000000000000000000000000000111111100000001111100000000000000000000000000000000000000000000011111110000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000011111000000000001111100000000000000000000000000000000000000000001111100000000000000000001111111110000000000000000000000000000000111110000000000000000000111111111000000000000000000000000000000011111000000000000000000011111111100000000000000000000000000000001111100000000000000000001111111110000000000000001111111000000000000000000000000000000000111111111000000000000000111111100000000000000000000000000000000011111111100000000000000011111110000000000000000000000000000000001111111110000000000000001111111000000000000000000000000000000000111111111000000000000000111111100000000000000000011111000000000011111111100000000000000011111110000000000000000001111100000000000000000000000000000000001111111000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000
100025,03,046,001,014,048,064,064,0000000000000000000000000000000000000000000000000000000000000000000000000000000000222222222222222222222222222230000000000000000000000000111111111020000000000000000000000000000000000000000000000000000011111111102111111100000000000000000000000000000000000000000000001111111110211111110000000000000000000000000111111100000000000000111111111021111111000000000001111111110000011111110000000000000011111111102111111100000000011111111111000001111111000000000000001111111110211111110000000001111111111100000111111100000000000000111111111021111111000000000111111111110000011111111111100000000011111111102111111100000000011111111111000001111111111110011111111111111110200000000000000001111111111100000111111111111001111111000000000020000000000000001111111111110000000000001111100111111100000000002000000000000000111111111111000000000000111110011111110000000000200000000000000011111111111100000000000000000001111111000000000020000000000000001111100000000000000000000000000111111100000000002000000000000011111110000000000000000000000000011111110000000000200000000000001111100000000000000000000000000000000000000000000020011111110000111110000000000000000000000000000000000000000000002001111111000011111000000000000000000000000000000000000000000000200111111100001111100000000000000000000000000000000000000000000020011111110000000000000000000000000000000000000000111111111000002001111111000000000000000000000000000000000000000011111111100000200111111100000000000000000000000000000000000000001111111110000020011111110000000000000000000000000000000000000000111111111000002000000000000000000000000000000000000000000000000011111111100000200000000000000000000000000000000000000000000000001111111110000020000000000000000000000000000000000000000000001111111111111000002000000000000000000000000000000000000000000000111111111111100000200000000000000000000000000000000000000000000011111111111110000020000000000000000000000000000000000000000000001111111111111000002000000000000000000000000000000000000000000000111111111111100000200000000000000000000000000000000000000000000011111111111110000020000000000000000000000000000000000000000000001111110000000000002000000000000000000000000000000000000000000111000000000001111111200000000000000000000000000000000000000000011100000000000111111120000000000000000000000000000000000000000001110000000000011111112000000000000000000000000000000000000000000111000000000001111111200000000000000000000000000000000000000000011100000000000111111120000000000000000000000000000000000000000000000000000000011111112000000000000000000000000000000000000000000000000000000001111111200000000000000000000000000000000000000000000000000000000000222220000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000011111110000002000001111100000000000000000000000000000000000000001111111000000200000111110000000000000000000000000000000000000000111111100000020000011111000000000000000000000000000000000000000011111111111002000001111100000000000000000000000000000000000000001111111111110200000111111111111100000000000000000000000000000000111111111111040000000001111111110000000000000000000000000000000011111111111100000000000111111111000000000000000000000000000000000011111111110000000000011111111100000000000000000000000000000000001111111111000000000001111111110000000000000000000000000000000000111111111000000000000111111111000000000000000000000000011111100011111111100000000000011111111100000000000000000001111101111110001111111110000000000001111111110000000000000000000111110111111000000000000000000000000111111111111000000000000000011111011111100000000000000000000000000011111111100000000000000001111101111110000000000000000000000000001111111110000000000000000111110111111000000000000000000000000000111111111000000000000000000000011111100000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000
100026,03,034,017,029,014,064,064,0000000000011111111100000000000000000001111100000000000000000000000000000001111111110000000000000000000111110000000000000000000000000000000111111111000000000000000000011111000000000000000000000000000000011111111100000000000000000001111100000000000111110000000000000001111111110000000000000000000000000000000000011111000000000000000111111111000000000000000000000000000000000001111100000000000000011111111100000000000000000000000000000000000111110000000111111111000000000000000000000000000000000000000000011111000000011111111100000000000000000000000011111111100000000000000000000001111111110000000000000000000000001111111110000000000000000000000111111111000000000000000000000000111111111000000000000000000000011111111100000000000000000000000011111111100000000000000000000001111111110000000000000000000000001111111110000000000000000000000111111111000000000000000000000000111111111000000000000000000000011111111100000000000000000420000011111111100000000000000000000001111111110001111100000000002000001111111110000000000000000000000000000000000111110000000000200000111111111000000000000000011100000000000000011111000000000022223000000000000000000000000001110000000000000001111100000000000000000000000000000000000000000111000000000000000111110000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000111111111000000000000011111000000000000000000000000000000000000011111111100000000000001111100000000000000000000000000000000000001111111110000000000000111110000000000000000000000000000000000000111111111000000000000011111000000000000000000000000000000000000011111111111000000000000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000000111111111110000000000000000000000000000000000000000000000000000011111111111000000000000000000000000000000000000000000000000000001111111111100000000000000000000000000000000000000000000000000000000011111110001111100000000000000000000000000000000000000000000000001111111111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000111110000111111111000000000000001111111110000000000000000000000011111000011111111100000000000000111111111000000000000000000000001111100001111111111111110000000011111111100000000000000000000000111110000111111111111111000000001111111110000000000000000000000011111000011111111111111100000000111111111000000000000000000000000000000001111111111111110000000011111111100000000000000000000000000000000000000111111111000000001111111110000000000000000000000000000000000000011111111100000000111111111000000000000000000000000000000000000001111111110000111111111111111111100000000000000000000000000000000111111111000011111111100011111110000000000000000000000000000000011111111110001111111110001111111000000000000000000000000000000000000001111111111111111000111111100000000000000000000000000000000000000111111111111111100011111110000000000000000000000000000000000000011111111111111110001111111000000000000000000000000000000000000001111111111111111000111111100000000000000000000000000000000000000111111111111111100000000000000000000000000000000000000000000000011111111111111111110000000000000000000000000000000000000000111111100111110000011111000000000000011111111100000000000000000011111110000000000001111100000000000001111111110000000000000000001111111000000000000111110000000000000111111111000000000000001111111111100000000000011111000000000000011111111111110000000000111111111110000000000000000000000000000001111111111111000000000011111111111000000000000000000000000000000111111111111100000000001111111111100
100027,03,021,052,007,001,064,064,1111111000000000000000000000000000000000000011111110000000000000111111142000000000000000000000000000000000001111111000000000000011111110200000000000000000000000011111111100111111100000000000001111111020000000000000000000000001111111110011111110000000000000111111102000000000000000000000000111111111001111111000000000000011111110200000000000000000000000011111111100000000000000000000001111111020000000000000000000000001111111110000000000000000000000111111102000000000000000000000000111111111000000000000000000000011111110200000000001111111000000011111111100000000000000000000000000000020000000000111111111111111111111110000000000000000000000000000002000000000011111111111111111111111000000000000000000000000000000200000000001111111111111110000000000000000000000000000000000000020000000000111111111111111000000000000000000000000000000000000002000000000011111111111111100000000000000000000000000000000000000200000000001111111111111110000000000000000000000000000000000000020000000000000011111111111000000000000000000000000000000000000002000000000000001111111111100000000001111111110000000000011111100200000000000000001111111110000000000111111111000000000001111110020000000000000000000000000000000000011111111100000000000111111002000000000000000000000000000000000001111111110000011111111111100200000000000000000000000000000000000111111111000001111111111110020000000000000000000000000000000000011111111100000111111111111002000000000000000000001111111110000001111111110000011111111111100200000000000000000000111111111000000111111111000001111110000000022222200000000000000011111111100000011111111100000111111000011111111120000000000000001111111110000000000000000000011111100001111111112000000000000000111111111000000000000000000000000000000111111111200000000000000011111111100000000000000000000000000000011111111122220000000000001111111110000000000000000000000000000001111111111112000000000000111111111000000000000000000000000000000111111111111200000000000111111111100000000000000000000000000000011111111111120000000000011111111100000000000000000000000000000001111111111112000000000001111111110000000000000000000000000000000111111111111200000000000111111111000000000000000000000000000000000011111111120000000000011111111100000000000000000000000000000000001111111112000000000001111111110000000000000000000000000000000000111111111200000000000111111111000000000000000000111111111000000011111111120000000000011111111100000000000000000011111111100000000000000002000000000001111111110000000000000000001111111110000000000000000200000000000000000000000000000000000000111111111000000000000000020000000000000000000000000000000000000011111111100000000000111112000000000000000000000000000000000000001111111110000000000011111200000000000000000000000000000000011111111111111000000000001111122222200000000000000000000000000001111111111111100000000000111111111120000000000000000000000000000111111111111110000000000011111111112000000000000000000000000000011111000000000000000000000111111111200000000000000000000111111101111100000000000000000000011111111120000000000000000000011111110000000000000000000000000001111111112000000000000000000011111111000000000000000000000000000111111111200000000000000000001111111100000000000000000000000000011111111120000000000000000000111111110000000000000000000000000001111111112000000000000000000011111111000000000000000000000000000111111111300000000000000000001111111100000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000000000000011111110000000000111111100000000000000000000000111111100000000001111111000000000011111110000000000000000000000011111110000000000111111100000000001111111000000000000000000000001111111000000000011111110000000000111111100000000000000001111110111111100000000001111111000000000011111110000000000000000111111011111110000000000111111100000000000000000000000000000000011111101111111000000000011111110000000000000000000000000000000001111110111111100000000000000000000000000000000000000000000000000
100028,03,019,048,041,055,064,064,0000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000111110000000000000001111111110000000000111110000000000000000000011111000000000000000000000000000011111011111000000000000000000001111100000000000000000000000000001111101111100000000000000000000111110000000000000000000000000000111110111110000000000000000000011111000000000000000000000000000011111011111000000000000000000000000000000000000000000000000000001111100001111111110000000000000000000000000000000000000000000000111110000111111111000000000000000000000000000000000000000000000011111000011111111100000000000000000000000000000000000000000000001111100001111111110000000000000000000000000000000000000000000000111110000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000011111111100000000000000011111111100000000000000000000000000000001111111110000000000000000111111100000000000000000000000000000000111111111000000000000000011111110000000000000000000000000000000011111111100000000000000001111111011111111100000000000000000000111111111110000000000000000111111101111111110000000000000000000011111111111000000000000000000000000111111111000000000000000000001111111111100000000000000000000000011111111100000000000000000000111111111110000000000000000000000001111111110111110000000000000011111111111000000000000011111110000111111111011111000000000000000000000000000000000000001111111000011111111101111100000000000000000000111111100000000000111111100001111111110111110000000000000000000011111110000111000011111110000111111111011111000000000000000000001111111000011100001111111000000000000000000000000000000000000000111111100001110000111111100000000000000000000000000000000000000011111110000111000011111110000000000000000000000000000000000000001111111000011100000000000000000000000000000111111111000000000000111111100000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000111111111000000000000001111111110000000000000000000000000000000011111111100000000000000111111111000000000000000000000000000000001111111110000000000000011111111100000000000000000000000000000000111111111000000000000001111111110000000000000000001111100000000011111111100000000000000111111100000000000000000000111110000000001111111111000000000000011111110000000000000000000011111000000000111111111100000000000000000000000000000000000000001111100000000011111111112222222222222222222222200000000000000000111110000000001111111111301111100000000000000020000000000000000000000000000000000111111100111110000000000000002000000000000000000000000000000000011111110011111000000000000000200000000000000000000000000000000001111111001111100000000000000020000000000000000000000000001111100000000000111110001111111000002000000000000000000000000000111110000000000000000000111111100000200011111111111100000000000011111000000000000000000011111111111120001111111111110000000000001111100000000000000000001111111111114000111111111111000000000000111110000000000000000000111111111111000011111111111100000000000000000000000000000000000011111111111100001111111111110000000000000000000000000000000000001111111111110000111111111111000000000000000000000000000000000000000001111111000011111111111100000000000000000000000000000000000000000111111100001111111110000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
